#Data tag : online , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/fb),recorded(/fb),avgpu,source
402221:11541,882:882,03/22/26 22:29:34,STABLE BEAMS,6799,0.000513661,0.000495077,64.0,HFET
402221:11541,883:883,03/22/26 22:29:57,STABLE BEAMS,6799,0.000514304,0.000496250,64.1,HFET
402221:11541,884:884,03/22/26 22:30:20,STABLE BEAMS,6799,0.000513500,0.000388886,64.0,HFET
402221:11541,885:885,03/22/26 22:30:44,STABLE BEAMS,6799,0.000511271,0.000494054,63.7,HFET
402221:11541,886:886,03/22/26 22:31:07,STABLE BEAMS,6799,0.000510361,0.000492598,63.6,HFET
402221:11541,887:887,03/22/26 22:31:30,STABLE BEAMS,6799,0.000510615,0.000492741,63.7,HFET
402221:11541,888:888,03/22/26 22:31:54,STABLE BEAMS,6799,0.000508615,0.000491771,63.4,HFET
402221:11541,889:889,03/22/26 22:32:17,STABLE BEAMS,6799,0.000512072,0.000494044,63.8,HFET
402221:11541,890:890,03/22/26 22:32:40,STABLE BEAMS,6799,0.000512366,0.000494910,63.9,HFET
402221:11541,891:891,03/22/26 22:33:04,STABLE BEAMS,6799,0.000511299,0.000486745,63.7,HFET
402221:11541,892:892,03/22/26 22:33:27,STABLE BEAMS,6799,0.000509710,0.000429511,63.5,HFET
402221:11541,893:893,03/22/26 22:33:50,STABLE BEAMS,6799,0.000509407,0.000491513,63.5,HFET
402221:11541,894:894,03/22/26 22:34:14,STABLE BEAMS,6799,0.000514080,0.000496229,64.1,HFET
402221:11541,895:895,03/22/26 22:34:37,STABLE BEAMS,6799,0.000516928,0.000498949,64.4,HFET
402221:11541,896:896,03/22/26 22:35:00,STABLE BEAMS,6799,0.000516462,0.000498222,64.4,HFET
402221:11541,897:897,03/22/26 22:35:23,STABLE BEAMS,6799,0.000515095,0.000497164,64.2,HFET
402221:11541,898:898,03/22/26 22:35:47,STABLE BEAMS,6799,0.000514161,0.000496205,64.1,HFET
402221:11541,899:899,03/22/26 22:36:10,STABLE BEAMS,6799,0.000513916,0.000496203,64.1,HFET
402221:11541,900:900,03/22/26 22:36:33,STABLE BEAMS,6799,0.000513507,0.000496022,64.0,HFET
402221:11541,901:901,03/22/26 22:36:57,STABLE BEAMS,6799,0.000512385,0.000494134,63.9,HFET
402221:11541,902:902,03/22/26 22:37:20,STABLE BEAMS,6799,0.000510908,0.000493421,63.7,HFET
402221:11541,903:903,03/22/26 22:37:43,STABLE BEAMS,6799,0.000509996,0.000493149,63.6,HFET
402221:11541,904:904,03/22/26 22:38:07,STABLE BEAMS,6799,0.000509878,0.000485653,63.6,HFET
402221:11541,905:905,03/22/26 22:38:30,STABLE BEAMS,6799,0.000506567,0.000490063,63.2,HFET
402221:11541,906:906,03/22/26 22:38:53,STABLE BEAMS,6799,0.000504431,0.000488093,62.9,HFET
402221:11541,907:907,03/22/26 22:39:17,STABLE BEAMS,6799,0.000511127,0.000494040,63.7,HFET
402221:11541,908:908,03/22/26 22:39:40,STABLE BEAMS,6799,0.000511727,0.000494494,63.8,HFET
402221:11541,909:909,03/22/26 22:40:03,STABLE BEAMS,6799,0.000514890,0.000495703,64.2,HFET
402221:11541,910:910,03/22/26 22:40:26,STABLE BEAMS,6799,0.000525211,0.000506214,65.5,HFET
402221:11541,911:911,03/22/26 22:40:50,STABLE BEAMS,6799,0.000529106,0.000508888,66.0,HFET
402221:11541,912:912,03/22/26 22:41:13,STABLE BEAMS,6799,0.000522610,0.000503680,65.2,HFET
402221:11541,913:913,03/22/26 22:41:36,STABLE BEAMS,6799,0.000514426,0.000496811,64.1,HFET
402221:11541,914:914,03/22/26 22:42:00,STABLE BEAMS,6799,0.000514866,0.000497294,64.2,HFET
402221:11541,915:915,03/22/26 22:42:23,STABLE BEAMS,6799,0.000515493,0.000497398,64.3,HFET
402221:11541,916:916,03/22/26 22:42:46,STABLE BEAMS,6799,0.000514675,0.000497230,64.2,HFET
402221:11541,917:917,03/22/26 22:43:10,STABLE BEAMS,6799,0.000514571,0.000489791,64.1,HFET
402221:11541,918:918,03/22/26 22:43:33,STABLE BEAMS,6799,0.000513745,0.000496380,64.0,HFET
402221:11541,919:919,03/22/26 22:43:56,STABLE BEAMS,6799,0.000513363,0.000495713,64.0,HFET
402221:11541,920:920,03/22/26 22:44:20,STABLE BEAMS,6799,0.000514295,0.000496942,64.1,HFET
402221:11541,921:921,03/22/26 22:44:43,STABLE BEAMS,6799,0.000512175,0.000495049,63.8,HFET
402221:11541,922:922,03/22/26 22:45:06,STABLE BEAMS,6799,0.000511116,0.000494111,63.7,HFET
402221:11541,923:923,03/22/26 22:45:30,STABLE BEAMS,6799,0.000509983,0.000493084,63.6,HFET
402221:11541,924:924,03/22/26 22:45:53,STABLE BEAMS,6799,0.000509104,0.000491904,63.5,HFET
402221:11541,925:925,03/22/26 22:46:16,STABLE BEAMS,6799,0.000514669,0.000497226,64.2,HFET
402221:11541,926:926,03/22/26 22:46:39,STABLE BEAMS,6799,0.000511485,0.000494439,63.8,HFET
402221:11541,927:927,03/22/26 22:47:03,STABLE BEAMS,6799,0.000510152,0.000493242,63.6,HFET
402221:11541,928:928,03/22/26 22:47:26,STABLE BEAMS,6799,0.000509857,0.000492879,63.6,HFET
402221:11541,929:929,03/22/26 22:47:49,STABLE BEAMS,6799,0.000511297,0.000493681,63.7,HFET
402221:11541,930:930,03/22/26 22:48:13,STABLE BEAMS,6799,0.000517105,0.000491897,64.5,HFET
402221:11541,931:931,03/22/26 22:48:36,STABLE BEAMS,6799,0.000517085,0.000499336,64.5,HFET
402221:11541,932:932,03/22/26 22:48:59,STABLE BEAMS,6799,0.000517410,0.000499458,64.5,HFET
402221:11541,933:933,03/22/26 22:49:23,STABLE BEAMS,6799,0.000511801,0.000494695,63.8,HFET
402221:11541,934:934,03/22/26 22:49:46,STABLE BEAMS,6799,0.000509387,0.000492359,63.5,HFET
402221:11541,935:935,03/22/26 22:50:09,STABLE BEAMS,6799,0.000513838,0.000496324,64.1,HFET
402221:11541,936:936,03/22/26 22:50:33,STABLE BEAMS,6799,0.000516908,0.000498946,64.4,HFET
402221:11541,937:937,03/22/26 22:50:56,STABLE BEAMS,6799,0.000510250,0.000493252,63.6,HFET
402221:11541,938:938,03/22/26 22:51:19,STABLE BEAMS,6799,0.000510644,0.000493578,63.7,HFET
402221:11541,939:939,03/22/26 22:51:43,STABLE BEAMS,6799,0.000510062,0.000492925,63.6,HFET
402221:11541,940:940,03/22/26 22:52:06,STABLE BEAMS,6799,0.000512092,0.000494759,63.8,HFET
402221:11541,941:941,03/22/26 22:52:29,STABLE BEAMS,6799,0.000509519,0.000492641,63.5,HFET
402221:11541,942:942,03/22/26 22:52:52,STABLE BEAMS,6799,0.000510268,0.000493619,63.6,HFET
402221:11541,943:943,03/22/26 22:53:16,STABLE BEAMS,6799,0.000518094,0.000492718,64.6,HFET
402221:11541,944:944,03/22/26 22:53:39,STABLE BEAMS,6799,0.000510356,0.000493459,63.6,HFET
402221:11541,945:945,03/22/26 22:54:02,STABLE BEAMS,6799,0.000510824,0.000493820,63.7,HFET
402221:11541,946:946,03/22/26 22:54:26,STABLE BEAMS,6799,0.000509753,0.000492736,63.5,HFET
402221:11541,947:947,03/22/26 22:54:49,STABLE BEAMS,6799,0.000506107,0.000489857,63.1,HFET
402221:11541,948:948,03/22/26 22:55:12,STABLE BEAMS,6799,0.000509907,0.000493136,63.6,HFET
402221:11541,949:949,03/22/26 22:55:36,STABLE BEAMS,6799,0.000507539,0.000490736,63.3,HFET
402221:11541,950:950,03/22/26 22:55:59,STABLE BEAMS,6799,0.000513140,0.000495714,64.0,HFET
402221:11541,951:951,03/22/26 22:56:22,STABLE BEAMS,6799,0.000513225,0.000495830,64.0,HFET
402221:11541,952:952,03/22/26 22:56:46,STABLE BEAMS,6799,0.000511112,0.000493883,63.7,HFET
402221:11541,953:953,03/22/26 22:57:09,STABLE BEAMS,6799,0.000511422,0.000494457,63.8,HFET
402221:11541,954:954,03/22/26 22:57:32,STABLE BEAMS,6799,0.000510660,0.000493899,63.7,HFET
402221:11541,955:955,03/22/26 22:57:56,STABLE BEAMS,6799,0.000509229,0.000492466,63.5,HFET
402221:11541,956:956,03/22/26 22:58:19,STABLE BEAMS,6799,0.000507290,0.000483914,63.2,HFET
402221:11541,957:957,03/22/26 22:58:42,STABLE BEAMS,6799,0.000507739,0.000491303,63.3,HFET
402221:11541,958:958,03/22/26 22:59:05,STABLE BEAMS,6799,0.000507829,0.000491294,63.3,HFET
402221:11541,959:959,03/22/26 22:59:29,STABLE BEAMS,6799,0.000502710,0.000486636,62.7,HFET
402221:11541,960:960,03/22/26 22:59:52,STABLE BEAMS,6799,0.000502601,0.000486801,62.7,HFET
402221:11541,961:961,03/22/26 23:00:15,STABLE BEAMS,6799,0.000512347,0.000494994,63.9,HFET
402221:11541,962:962,03/22/26 23:00:39,STABLE BEAMS,6799,0.000514815,0.000497637,64.2,HFET
402221:11541,963:963,03/22/26 23:01:02,STABLE BEAMS,6799,0.000516705,0.000499141,64.4,HFET
402221:11541,964:964,03/22/26 23:01:25,STABLE BEAMS,6799,0.000514127,0.000496755,64.1,HFET
402221:11541,965:965,03/22/26 23:01:49,STABLE BEAMS,6799,0.000514862,0.000493408,64.2,HFET
402221:11541,966:966,03/22/26 23:02:12,STABLE BEAMS,6799,0.000515821,0.000474873,64.3,HFET
402221:11541,967:967,03/22/26 23:02:35,STABLE BEAMS,6799,0.000516151,0.000474446,64.3,HFET
402221:11541,968:968,03/22/26 23:02:59,STABLE BEAMS,6799,0.000515847,0.000472146,64.3,HFET
402221:11541,969:969,03/22/26 23:03:22,STABLE BEAMS,6799,0.000515642,0.000482248,64.3,HFET
402221:11541,970:970,03/22/26 23:03:45,STABLE BEAMS,6799,0.000514235,0.000496830,64.1,HFET
402221:11541,971:971,03/22/26 23:04:08,STABLE BEAMS,6799,0.000514303,0.000496679,64.1,HFET
402221:11541,972:972,03/22/26 23:04:32,STABLE BEAMS,6799,0.000516233,0.000498663,64.4,HFET
402221:11541,973:973,03/22/26 23:04:55,STABLE BEAMS,6799,0.000514329,0.000234354,64.1,HFET
402221:11541,974:974,03/22/26 23:05:18,STABLE BEAMS,6799,0.000514170,0.000250729,64.1,HFET
402221:11541,975:975,03/22/26 23:05:42,STABLE BEAMS,6799,0.000514525,0.000497169,64.1,HFET
402221:11541,976:976,03/22/26 23:06:05,STABLE BEAMS,6799,0.000513568,0.000496268,64.0,HFET
402221:11541,977:977,03/22/26 23:06:28,STABLE BEAMS,6799,0.000513008,0.000495709,64.0,HFET
402221:11541,978:978,03/22/26 23:06:52,STABLE BEAMS,6799,0.000513594,0.000494889,64.0,HFET
402221:11541,979:979,03/22/26 23:07:15,STABLE BEAMS,6799,0.000513476,0.000495983,64.0,HFET
402221:11541,980:980,03/22/26 23:07:38,STABLE BEAMS,6799,0.000513590,0.000496294,64.0,HFET
402221:11541,981:981,03/22/26 23:08:02,STABLE BEAMS,6799,0.000513441,0.000495889,64.0,HFET
402221:11541,982:982,03/22/26 23:08:25,STABLE BEAMS,6799,0.000513231,0.000495409,64.0,HFET
402221:11541,983:983,03/22/26 23:08:48,STABLE BEAMS,6799,0.000512587,0.000488223,63.9,HFET
402221:11541,984:984,03/22/26 23:09:12,STABLE BEAMS,6799,0.000513738,0.000496232,64.0,HFET
402221:11541,985:985,03/22/26 23:09:35,STABLE BEAMS,6799,0.000517787,0.000500033,64.5,HFET
402221:11541,986:986,03/22/26 23:09:58,STABLE BEAMS,6799,0.000514989,0.000497346,64.2,HFET
402221:11541,987:987,03/22/26 23:10:21,STABLE BEAMS,6799,0.000518449,0.000500601,64.6,HFET
402221:11541,988:988,03/22/26 23:10:45,STABLE BEAMS,6799,0.000514715,0.000497363,64.2,HFET
402221:11541,989:989,03/22/26 23:11:08,STABLE BEAMS,6799,0.000511299,0.000494436,63.7,HFET
402221:11541,990:990,03/22/26 23:11:31,STABLE BEAMS,6799,0.000514047,0.000496812,64.1,HFET
402221:11541,991:991,03/22/26 23:11:55,STABLE BEAMS,6799,0.000513970,0.000496470,64.1,HFET
402221:11541,992:992,03/22/26 23:12:18,STABLE BEAMS,6799,0.000510182,0.000493397,63.6,HFET
402221:11541,993:993,03/22/26 23:12:41,STABLE BEAMS,6799,0.000511289,0.000494354,63.7,HFET
402221:11541,994:994,03/22/26 23:13:05,STABLE BEAMS,6799,0.000509617,0.000492600,63.5,HFET
402221:11541,995:995,03/22/26 23:13:28,STABLE BEAMS,6799,0.000508662,0.000487509,63.4,HFET
402221:11541,996:996,03/22/26 23:13:51,STABLE BEAMS,6799,0.000511713,0.000491817,63.8,HFET
402221:11541,997:997,03/22/26 23:14:15,STABLE BEAMS,6799,0.000513444,0.000496007,64.0,HFET
402221:11541,998:998,03/22/26 23:14:38,STABLE BEAMS,6799,0.000511736,0.000494711,63.8,HFET
402221:11541,999:999,03/22/26 23:15:01,STABLE BEAMS,6799,0.000509485,0.000492460,63.5,HFET
402221:11541,1000:1000,03/22/26 23:15:25,STABLE BEAMS,6799,0.000509697,0.000492822,63.5,HFET
402221:11541,1001:1001,03/22/26 23:15:48,STABLE BEAMS,6799,0.000514506,0.000497254,64.1,HFET
402221:11541,1002:1002,03/22/26 23:16:11,STABLE BEAMS,6799,0.000513865,0.000496500,64.1,HFET
402221:11541,1003:1003,03/22/26 23:16:34,STABLE BEAMS,6799,0.000514002,0.000495973,64.1,HFET
402221:11541,1004:1004,03/22/26 23:16:58,STABLE BEAMS,6799,0.000512029,0.000494718,63.8,HFET
402221:11541,1005:1005,03/22/26 23:17:21,STABLE BEAMS,6799,0.000511132,0.000494044,63.7,HFET
402221:11541,1006:1006,03/22/26 23:17:44,STABLE BEAMS,6799,0.000508603,0.000492100,63.4,HFET
402221:11541,1007:1007,03/22/26 23:18:08,STABLE BEAMS,6799,0.000514431,0.000496738,64.1,HFET
402221:11541,1008:1008,03/22/26 23:18:31,STABLE BEAMS,6799,0.000516699,0.000491544,64.4,HFET
402221:11541,1009:1009,03/22/26 23:18:54,STABLE BEAMS,6799,0.000514741,0.000497234,64.2,HFET
402221:11541,1010:1010,03/22/26 23:19:18,STABLE BEAMS,6799,0.000514635,0.000497194,64.2,HFET
402221:11541,1011:1011,03/22/26 23:19:41,STABLE BEAMS,6799,0.000512368,0.000495162,63.9,HFET
402221:11541,1012:1012,03/22/26 23:20:04,STABLE BEAMS,6799,0.000511924,0.000494966,63.8,HFET
402221:11541,1013:1013,03/22/26 23:20:28,STABLE BEAMS,6799,0.000511830,0.000494836,63.8,HFET
402221:11541,1014:1014,03/22/26 23:20:51,STABLE BEAMS,6799,0.000510250,0.000493622,63.6,HFET
402221:11541,1015:1015,03/22/26 23:21:14,STABLE BEAMS,6799,0.000510664,0.000493734,63.7,HFET
402221:11541,1016:1016,03/22/26 23:21:37,STABLE BEAMS,6799,0.000510377,0.000493314,63.6,HFET
402221:11541,1017:1017,03/22/26 23:22:01,STABLE BEAMS,6799,0.000510456,0.000493363,63.6,HFET
402221:11541,1018:1018,03/22/26 23:22:24,STABLE BEAMS,6799,0.000511162,0.000494211,63.7,HFET
402221:11541,1019:1019,03/22/26 23:22:47,STABLE BEAMS,6799,0.000509668,0.000492951,63.5,HFET
402221:11541,1020:1020,03/22/26 23:23:11,STABLE BEAMS,6799,0.000509093,0.000492444,63.5,HFET
402221:11541,1021:1021,03/22/26 23:23:34,STABLE BEAMS,6799,0.000509993,0.000485408,63.6,HFET
402221:11541,1022:1022,03/22/26 23:23:57,STABLE BEAMS,6799,0.000510949,0.000378263,63.7,HFET
402221:11541,1023:1023,03/22/26 23:24:21,STABLE BEAMS,6799,0.000510756,0.000490540,63.7,HFET
402221:11541,1024:1024,03/22/26 23:24:44,STABLE BEAMS,6799,0.000510558,0.000491435,63.6,HFET
402221:11541,1025:1025,03/22/26 23:25:07,STABLE BEAMS,6799,0.000510001,0.000413163,63.6,HFET
402221:11541,1026:1026,03/22/26 23:25:31,STABLE BEAMS,6799,0.000510340,0.000491509,63.6,HFET
402221:11541,1027:1027,03/22/26 23:25:54,STABLE BEAMS,6799,0.000513722,0.000494878,64.0,HFET
402221:11541,1028:1028,03/22/26 23:26:17,STABLE BEAMS,6799,0.000513047,0.000494098,64.0,HFET
402221:11541,1029:1029,03/22/26 23:26:41,STABLE BEAMS,6799,0.000506240,0.000488882,63.1,HFET
402221:11541,1030:1030,03/22/26 23:27:04,STABLE BEAMS,6799,0.000512492,0.000494852,63.9,HFET
402221:11541,1031:1031,03/22/26 23:27:27,STABLE BEAMS,6799,0.000515353,0.000497324,64.2,HFET
402221:11541,1032:1032,03/22/26 23:27:50,STABLE BEAMS,6799,0.000517339,0.000499052,64.5,HFET
402221:11541,1033:1033,03/22/26 23:28:14,STABLE BEAMS,6799,0.000518098,0.000499664,64.6,HFET
402221:11541,1034:1034,03/22/26 23:28:37,STABLE BEAMS,6799,0.000522291,0.000503249,65.1,HFET
402221:11541,1035:1035,03/22/26 23:29:00,STABLE BEAMS,6799,0.000532487,0.000504611,66.4,HFET
402221:11541,1036:1036,03/22/26 23:29:24,STABLE BEAMS,6799,0.000533431,0.000512828,66.5,HFET
402221:11541,1037:1037,03/22/26 23:29:47,STABLE BEAMS,6799,0.000522060,0.000503255,65.1,HFET
402221:11541,1038:1038,03/22/26 23:30:10,STABLE BEAMS,6799,0.000507671,0.000491046,63.3,HFET
402221:11541,1039:1039,03/22/26 23:30:34,STABLE BEAMS,6799,0.000509720,0.000492798,63.5,HFET
402221:11541,1040:1040,03/22/26 23:30:57,STABLE BEAMS,6799,0.000510687,0.000493502,63.7,HFET
402221:11541,1041:1041,03/22/26 23:31:20,STABLE BEAMS,6799,0.000509130,0.000492093,63.5,HFET
402221:11541,1042:1042,03/22/26 23:31:44,STABLE BEAMS,6799,0.000510189,0.000493474,63.6,HFET
402221:11541,1043:1043,03/22/26 23:32:07,STABLE BEAMS,6799,0.000513633,0.000174302,64.0,HFET
402221:11541,1044:1044,03/22/26 23:32:30,STABLE BEAMS,6799,0.000513044,0.000495703,64.0,HFET
402221:11541,1045:1045,03/22/26 23:32:53,STABLE BEAMS,6799,0.000511469,0.000494502,63.8,HFET
402221:11541,1046:1046,03/22/26 23:33:17,STABLE BEAMS,6799,0.000510375,0.000493448,63.6,HFET
402221:11541,1047:1047,03/22/26 23:33:40,STABLE BEAMS,6799,0.000509244,0.000492680,63.5,HFET
402221:11541,1048:1048,03/22/26 23:34:03,STABLE BEAMS,6799,0.000514871,0.000490229,64.2,HFET
402221:11541,1049:1049,03/22/26 23:34:27,STABLE BEAMS,6799,0.000515116,0.000497463,64.2,HFET
402221:11541,1050:1050,03/22/26 23:34:50,STABLE BEAMS,6799,0.000513895,0.000496613,64.1,HFET
402221:11541,1051:1051,03/22/26 23:35:13,STABLE BEAMS,6799,0.000512283,0.000495252,63.9,HFET
402221:11541,1052:1052,03/22/26 23:35:37,STABLE BEAMS,6799,0.000511499,0.000494165,63.8,HFET
402221:11541,1053:1053,03/22/26 23:36:00,STABLE BEAMS,6799,0.000510353,0.000493435,63.6,HFET
402221:11541,1054:1054,03/22/26 23:36:23,STABLE BEAMS,6799,0.000509126,0.000492423,63.5,HFET
402221:11541,1055:1055,03/22/26 23:36:47,STABLE BEAMS,6799,0.000511105,0.000494251,63.7,HFET
402221:11541,1056:1056,03/22/26 23:37:10,STABLE BEAMS,6799,0.000517039,0.000499404,64.5,HFET
402221:11541,1057:1057,03/22/26 23:37:33,STABLE BEAMS,6799,0.000517268,0.000499628,64.5,HFET
402221:11541,1058:1058,03/22/26 23:37:57,STABLE BEAMS,6799,0.000516065,0.000498408,64.3,HFET
402221:11541,1059:1059,03/22/26 23:38:20,STABLE BEAMS,6799,0.000514751,0.000496919,64.2,HFET
402221:11541,1060:1060,03/22/26 23:38:43,STABLE BEAMS,6799,0.000514789,0.000497283,64.2,HFET
402221:11541,1061:1061,03/22/26 23:39:07,STABLE BEAMS,6799,0.000512498,0.000488237,63.9,HFET
402221:11541,1062:1062,03/22/26 23:39:30,STABLE BEAMS,6799,0.000512296,0.000495140,63.9,HFET
402221:11541,1063:1063,03/22/26 23:39:53,STABLE BEAMS,6799,0.000511117,0.000494177,63.7,HFET
402221:11541,1064:1064,03/22/26 23:40:16,STABLE BEAMS,6799,0.000510234,0.000493366,63.6,HFET
402221:11541,1065:1065,03/22/26 23:40:40,STABLE BEAMS,6799,0.000509740,0.000493175,63.5,HFET
402221:11541,1066:1066,03/22/26 23:41:03,STABLE BEAMS,6799,0.000510921,0.000493873,63.7,HFET
402221:11541,1067:1067,03/22/26 23:41:26,STABLE BEAMS,6799,0.000516925,0.000498752,64.4,HFET
402221:11541,1068:1068,03/22/26 23:41:50,STABLE BEAMS,6799,0.000516180,0.000454916,64.3,HFET
402221:11541,1069:1069,03/22/26 23:42:13,STABLE BEAMS,6799,0.000516775,0.000478270,64.4,HFET
402221:11541,1070:1070,03/22/26 23:42:36,STABLE BEAMS,6799,0.000515225,0.000287018,64.2,HFET
402221:11541,1071:1071,03/22/26 23:43:00,STABLE BEAMS,6799,0.000513310,0.000495829,64.0,HFET
402221:11541,1072:1072,03/22/26 23:43:23,STABLE BEAMS,6799,0.000513756,0.000496407,64.0,HFET
402221:11541,1073:1073,03/22/26 23:43:46,STABLE BEAMS,6799,0.000513464,0.000229793,64.0,HFET
402221:11541,1074:1074,03/22/26 23:44:09,STABLE BEAMS,6799,0.000513533,0.000495254,64.0,HFET
402221:11541,1075:1075,03/22/26 23:44:33,STABLE BEAMS,6799,0.000515412,0.000490566,64.3,HFET
402221:11541,1076:1076,03/22/26 23:44:56,STABLE BEAMS,6799,0.000515620,0.000497944,64.3,HFET
402221:11541,1077:1077,03/22/26 23:45:19,STABLE BEAMS,6799,0.000515427,0.000497352,64.3,HFET
402221:11541,1078:1078,03/22/26 23:45:43,STABLE BEAMS,6799,0.000513720,0.000496461,64.0,HFET
402221:11541,1079:1079,03/22/26 23:46:06,STABLE BEAMS,6799,0.000512063,0.000495036,63.8,HFET
402221:11541,1080:1080,03/22/26 23:46:29,STABLE BEAMS,6799,0.000512781,0.000495509,63.9,HFET
402221:11541,1081:1081,03/22/26 23:46:53,STABLE BEAMS,6799,0.000512385,0.000495348,63.9,HFET
402221:11541,1082:1082,03/22/26 23:47:16,STABLE BEAMS,6799,0.000512935,0.000495769,63.9,HFET
402221:11541,1083:1083,03/22/26 23:47:39,STABLE BEAMS,6799,0.000512205,0.000494896,63.9,HFET
402221:11541,1084:1084,03/22/26 23:48:03,STABLE BEAMS,6799,0.000510740,0.000493741,63.7,HFET
402221:11541,1085:1085,03/22/26 23:48:26,STABLE BEAMS,6799,0.000510937,0.000494093,63.7,HFET
402221:11541,1086:1086,03/22/26 23:48:49,STABLE BEAMS,6799,0.000510051,0.000493224,63.6,HFET
402221:11541,1087:1087,03/22/26 23:49:13,STABLE BEAMS,6799,0.000509980,0.000492839,63.6,HFET
402221:11541,1088:1088,03/22/26 23:49:36,STABLE BEAMS,6799,0.000509417,0.000485500,63.5,HFET
402221:11541,1089:1089,03/22/26 23:49:59,STABLE BEAMS,6799,0.000508920,0.000492222,63.4,HFET
402221:11541,1090:1090,03/22/26 23:50:22,STABLE BEAMS,6799,0.000516449,0.000498928,64.4,HFET
402221:11541,1091:1091,03/22/26 23:50:46,STABLE BEAMS,6799,0.000517088,0.000498913,64.5,HFET
402221:11541,1092:1092,03/22/26 23:51:09,STABLE BEAMS,6799,0.000517006,0.000499149,64.5,HFET
402221:11541,1093:1093,03/22/26 23:51:32,STABLE BEAMS,6799,0.000516404,0.000498682,64.4,HFET
402221:11541,1094:1094,03/22/26 23:51:56,STABLE BEAMS,6799,0.000516135,0.000498371,64.3,HFET
402221:11541,1095:1095,03/22/26 23:52:19,STABLE BEAMS,6799,0.000515275,0.000496966,64.2,HFET
402221:11541,1096:1096,03/22/26 23:52:42,STABLE BEAMS,6799,0.000515247,0.000497634,64.2,HFET
402221:11541,1097:1097,03/22/26 23:53:06,STABLE BEAMS,6799,0.000515888,0.000497603,64.3,HFET
402221:11541,1098:1098,03/22/26 23:53:29,STABLE BEAMS,6799,0.000514925,0.000497290,64.2,HFET
402221:11541,1099:1099,03/22/26 23:53:52,STABLE BEAMS,6799,0.000516088,0.000498364,64.3,HFET
402221:11541,1100:1100,03/22/26 23:54:16,STABLE BEAMS,6799,0.000517144,0.000499448,64.5,HFET
402221:11541,1101:1101,03/22/26 23:54:39,STABLE BEAMS,6799,0.000518659,0.000480125,64.7,HFET
402221:11541,1102:1102,03/22/26 23:55:02,STABLE BEAMS,6799,0.000517920,0.000169969,64.6,HFET
402221:11541,1103:1103,03/22/26 23:55:26,STABLE BEAMS,6799,0.000517384,0.000455539,64.5,HFET
402221:11541,1104:1104,03/22/26 23:55:49,STABLE BEAMS,6799,0.000515411,0.000490239,64.3,HFET
402221:11541,1105:1105,03/22/26 23:56:12,STABLE BEAMS,6799,0.000511725,0.000489264,63.8,HFET
402221:11541,1106:1106,03/22/26 23:56:36,STABLE BEAMS,6799,0.000512567,0.000492240,63.9,HFET
402221:11541,1107:1107,03/22/26 23:56:59,STABLE BEAMS,6799,0.000515515,0.000365825,64.3,HFET
402221:11541,1108:1108,03/22/26 23:57:22,STABLE BEAMS,6799,0.000514277,0.000433596,64.1,HFET
402221:11541,1109:1109,03/22/26 23:57:45,STABLE BEAMS,6799,0.000515304,0.000489623,64.2,HFET
402221:11541,1110:1110,03/22/26 23:58:09,STABLE BEAMS,6799,0.000515565,0.000492438,64.3,HFET
402221:11541,1111:1111,03/22/26 23:58:32,STABLE BEAMS,6799,0.000511870,0.000491535,63.8,HFET
402221:11541,1112:1112,03/22/26 23:58:55,STABLE BEAMS,6799,0.000506917,0.000488503,63.2,HFET
402221:11541,1113:1113,03/22/26 23:59:19,STABLE BEAMS,6799,0.000519890,0.000266060,64.8,HFET
402221:11541,1114:1114,03/22/26 23:59:42,STABLE BEAMS,6799,0.000516842,0.000485453,64.4,HFET
402221:11541,1115:1115,03/23/26 00:00:05,STABLE BEAMS,6799,0.000512459,0.000481419,63.9,HFET
402221:11541,1116:1116,03/23/26 00:00:29,STABLE BEAMS,6799,0.000512003,0.000490174,63.8,HFET
402221:11541,1117:1117,03/23/26 00:00:52,STABLE BEAMS,6799,0.000510381,0.000490447,63.6,HFET
402221:11541,1118:1118,03/23/26 00:01:15,STABLE BEAMS,6799,0.000508892,0.000381353,63.4,HFET
402221:11541,1119:1119,03/23/26 00:01:39,STABLE BEAMS,6799,0.000516200,0.000495270,64.4,HFET
402221:11541,1120:1120,03/23/26 00:02:02,STABLE BEAMS,6799,0.000515882,0.000496539,64.3,HFET
402221:11541,1121:1121,03/23/26 00:02:25,STABLE BEAMS,6799,0.000514428,0.000494809,64.1,HFET
402221:11541,1122:1122,03/23/26 00:02:48,STABLE BEAMS,6799,0.000512989,0.000494160,64.0,HFET
402221:11541,1123:1123,03/23/26 00:03:12,STABLE BEAMS,6799,0.000512014,0.000494052,63.8,HFET
402221:11541,1124:1124,03/23/26 00:03:35,STABLE BEAMS,6799,0.000511140,0.000493450,63.7,HFET
402221:11541,1125:1125,03/23/26 00:03:58,STABLE BEAMS,6799,0.000510025,0.000492209,63.6,HFET
402221:11541,1126:1126,03/23/26 00:04:22,STABLE BEAMS,6799,0.000510381,0.000492998,63.6,HFET
402221:11541,1127:1127,03/23/26 00:04:45,STABLE BEAMS,6799,0.000509312,0.000491573,63.5,HFET
402221:11541,1128:1128,03/23/26 00:05:08,STABLE BEAMS,6799,0.000514891,0.000489078,64.2,HFET
402221:11541,1129:1129,03/23/26 00:05:32,STABLE BEAMS,6799,0.000514499,0.000496507,64.1,HFET
