#Data tag : online , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/fb),recorded(/fb),avgpu,source
401733:11481,653:653,03/10/26 23:17:42,STABLE BEAMS,6799,0.000178464,0.000171778,65.6,HFET
401733:11481,654:654,03/10/26 23:18:05,STABLE BEAMS,6799,0.000176485,0.000169924,64.9,HFET
401733:11481,655:655,03/10/26 23:18:29,STABLE BEAMS,6799,0.000175499,0.000169044,64.5,HFET
401733:11481,656:656,03/10/26 23:18:52,STABLE BEAMS,6799,0.000178921,0.000172179,65.8,HFET
401733:11481,657:657,03/10/26 23:19:15,STABLE BEAMS,6799,0.000179028,0.000172104,65.8,HFET
401733:11481,658:658,03/10/26 23:19:39,STABLE BEAMS,6799,0.000177739,0.000144522,65.4,HFET
401733:11481,659:659,03/10/26 23:20:02,STABLE BEAMS,6799,0.000177386,0.000170789,65.2,HFET
401733:11481,660:660,03/10/26 23:20:25,STABLE BEAMS,6799,0.000177905,0.000171211,65.4,HFET
401733:11481,661:661,03/10/26 23:20:48,STABLE BEAMS,6799,0.000177347,0.000170690,65.2,HFET
401733:11481,662:662,03/10/26 23:21:12,STABLE BEAMS,6799,0.000177240,0.000170563,65.2,HFET
401733:11481,663:663,03/10/26 23:21:35,STABLE BEAMS,6799,0.000177177,0.000168158,65.1,HFET
401733:11481,664:664,03/10/26 23:21:58,STABLE BEAMS,6799,0.000176119,0.000169589,64.8,HFET
401733:11481,665:665,03/10/26 23:22:22,STABLE BEAMS,6799,0.000175863,0.000169284,64.7,HFET
401733:11481,666:666,03/10/26 23:22:45,STABLE BEAMS,6799,0.000175568,0.000169032,64.6,HFET
401733:11481,667:667,03/10/26 23:23:08,STABLE BEAMS,6799,0.000175924,0.000169399,64.7,HFET
401733:11481,668:668,03/10/26 23:23:32,STABLE BEAMS,6799,0.000178082,0.000171360,65.5,HFET
401733:11481,669:669,03/10/26 23:23:55,STABLE BEAMS,6799,0.000177432,0.000170798,65.2,HFET
401733:11481,670:670,03/10/26 23:24:18,STABLE BEAMS,6799,0.000177703,0.000171025,65.3,HFET
401733:11481,671:671,03/10/26 23:24:42,STABLE BEAMS,6799,0.000177601,0.000170908,65.3,HFET
401733:11481,672:672,03/10/26 23:25:05,STABLE BEAMS,6799,0.000176957,0.000170286,65.1,HFET
401733:11481,673:673,03/10/26 23:25:28,STABLE BEAMS,6799,0.000176598,0.000170032,64.9,HFET
401733:11481,674:674,03/10/26 23:25:52,STABLE BEAMS,6799,0.000176001,0.000169450,64.7,HFET
401733:11481,675:675,03/10/26 23:26:15,STABLE BEAMS,6799,0.000175300,0.000168825,64.5,HFET
401733:11481,676:676,03/10/26 23:26:38,STABLE BEAMS,6799,0.000176489,0.000167453,64.9,HFET
401733:11481,677:677,03/10/26 23:27:02,STABLE BEAMS,6799,0.000176106,0.000169591,64.8,HFET
401733:11481,678:678,03/10/26 23:27:25,STABLE BEAMS,6799,0.000176712,0.000170119,65.0,HFET
401733:11481,679:679,03/10/26 23:27:48,STABLE BEAMS,6799,0.000177572,0.000170517,65.3,HFET
401733:11481,680:680,03/10/26 23:28:11,STABLE BEAMS,6799,0.000177736,0.000171021,65.4,HFET
401733:11481,681:681,03/10/26 23:28:35,STABLE BEAMS,6799,0.000178729,0.000171947,65.7,HFET
401733:11481,682:682,03/10/26 23:28:58,STABLE BEAMS,6799,0.000178315,0.000171493,65.6,HFET
401733:11481,683:683,03/10/26 23:29:21,STABLE BEAMS,6799,0.000176676,0.000170075,65.0,HFET
401733:11481,684:684,03/10/26 23:29:45,STABLE BEAMS,6799,0.000177186,0.000170530,65.1,HFET
401733:11481,685:685,03/10/26 23:30:08,STABLE BEAMS,6799,0.000176024,0.000169498,64.7,HFET
401733:11481,686:686,03/10/26 23:30:31,STABLE BEAMS,6799,0.000175997,0.000169457,64.7,HFET
401733:11481,687:687,03/10/26 23:30:55,STABLE BEAMS,6799,0.000176176,0.000169608,64.8,HFET
401733:11481,688:688,03/10/26 23:31:18,STABLE BEAMS,6799,0.000175170,0.000168657,64.4,HFET
401733:11481,689:689,03/10/26 23:31:41,STABLE BEAMS,6799,0.000175105,0.000166193,64.4,HFET
401733:11481,690:690,03/10/26 23:32:05,STABLE BEAMS,6799,0.000178537,0.000171706,65.6,HFET
401733:11481,691:691,03/10/26 23:32:28,STABLE BEAMS,6799,0.000177947,0.000171263,65.4,HFET
401733:11481,692:692,03/10/26 23:32:51,STABLE BEAMS,6799,0.000177201,0.000170555,65.2,HFET
401733:11481,693:693,03/10/26 23:33:14,STABLE BEAMS,6799,0.000177106,0.000170489,65.1,HFET
401733:11481,694:694,03/10/26 23:33:38,STABLE BEAMS,6799,0.000176746,0.000170144,65.0,HFET
401733:11481,695:695,03/10/26 23:34:01,STABLE BEAMS,6799,0.000175983,0.000169444,64.7,HFET
401733:11481,696:696,03/10/26 23:34:24,STABLE BEAMS,6799,0.000174728,0.000168315,64.2,HFET
401733:11481,697:697,03/10/26 23:34:48,STABLE BEAMS,6799,0.000175125,0.000168630,64.4,HFET
401733:11481,698:698,03/10/26 23:35:11,STABLE BEAMS,6799,0.000174968,0.000168496,64.3,HFET
401733:11481,699:699,03/10/26 23:35:34,STABLE BEAMS,6799,0.000176191,0.000169647,64.8,HFET
401733:11481,700:700,03/10/26 23:35:58,STABLE BEAMS,6799,0.000176553,0.000170014,64.9,HFET
401733:11481,701:701,03/10/26 23:36:21,STABLE BEAMS,6799,0.000174987,0.000168528,64.3,HFET
401733:11481,702:702,03/10/26 23:36:44,STABLE BEAMS,6799,0.000177083,0.000168102,65.1,HFET
401733:11481,703:703,03/10/26 23:37:08,STABLE BEAMS,6799,0.000180119,0.000173257,66.2,HFET
401733:11481,704:704,03/10/26 23:37:31,STABLE BEAMS,6799,0.000176407,0.000169890,64.9,HFET
401733:11481,705:705,03/10/26 23:37:54,STABLE BEAMS,6799,0.000176815,0.000170330,65.0,HFET
401733:11481,706:706,03/10/26 23:38:18,STABLE BEAMS,6799,0.000177006,0.000170317,65.1,HFET
401733:11481,707:707,03/10/26 23:38:41,STABLE BEAMS,6799,0.000177270,0.000170604,65.2,HFET
401733:11481,708:708,03/10/26 23:39:04,STABLE BEAMS,6799,0.000178019,0.000171268,65.5,HFET
401733:11481,709:709,03/10/26 23:39:27,STABLE BEAMS,6799,0.000177754,0.000171050,65.4,HFET
401733:11481,710:710,03/10/26 23:39:51,STABLE BEAMS,6799,0.000178101,0.000171322,65.5,HFET
401733:11481,711:711,03/10/26 23:40:14,STABLE BEAMS,6799,0.000177990,0.000171181,65.4,HFET
401733:11481,712:712,03/10/26 23:40:37,STABLE BEAMS,6799,0.000177555,0.000170918,65.3,HFET
401733:11481,713:713,03/10/26 23:41:01,STABLE BEAMS,6799,0.000177360,0.000170686,65.2,HFET
401733:11481,714:714,03/10/26 23:41:24,STABLE BEAMS,6799,0.000177027,0.000170438,65.1,HFET
401733:11481,715:715,03/10/26 23:41:47,STABLE BEAMS,6799,0.000176360,0.000167318,64.8,HFET
401733:11481,716:716,03/10/26 23:42:11,STABLE BEAMS,6799,0.000176349,0.000169775,64.8,HFET
401733:11481,717:717,03/10/26 23:42:34,STABLE BEAMS,6799,0.000176014,0.000169551,64.7,HFET
401733:11481,718:718,03/10/26 23:42:57,STABLE BEAMS,6799,0.000175257,0.000168818,64.4,HFET
401733:11481,719:719,03/10/26 23:43:21,STABLE BEAMS,6799,0.000177164,0.000170511,65.1,HFET
401733:11481,720:720,03/10/26 23:43:44,STABLE BEAMS,6799,0.000177541,0.000170843,65.3,HFET
401733:11481,721:721,03/10/26 23:44:07,STABLE BEAMS,6799,0.000177257,0.000170603,65.2,HFET
401733:11481,722:722,03/10/26 23:44:30,STABLE BEAMS,6799,0.000176609,0.000170111,64.9,HFET
401733:11481,723:723,03/10/26 23:44:54,STABLE BEAMS,6799,0.000177345,0.000170749,65.2,HFET
401733:11481,724:724,03/10/26 23:45:17,STABLE BEAMS,6799,0.000176907,0.000170218,65.0,HFET
401733:11481,725:725,03/10/26 23:45:40,STABLE BEAMS,6799,0.000176274,0.000169710,64.8,HFET
401733:11481,726:726,03/10/26 23:46:04,STABLE BEAMS,6799,0.000176887,0.000170271,65.0,HFET
401733:11481,727:727,03/10/26 23:46:27,STABLE BEAMS,6799,0.000176567,0.000169996,64.9,HFET
401733:11481,728:728,03/10/26 23:46:50,STABLE BEAMS,6799,0.000177154,0.000131603,65.1,HFET
401733:11481,729:729,03/10/26 23:47:14,STABLE BEAMS,6799,0.000176267,0.000169635,64.8,HFET
401733:11481,730:730,03/10/26 23:47:37,STABLE BEAMS,6799,0.000175814,0.000169309,64.6,HFET
401733:11481,731:731,03/10/26 23:48:00,STABLE BEAMS,6799,0.000176230,0.000169921,64.8,HFET
401733:11481,732:732,03/10/26 23:48:24,STABLE BEAMS,6799,0.000176391,0.000169857,64.9,HFET
401733:11481,733:733,03/10/26 23:48:47,STABLE BEAMS,6799,0.000175789,0.000169236,64.6,HFET
401733:11481,734:734,03/10/26 23:49:10,STABLE BEAMS,6799,0.000175312,0.000168826,64.5,HFET
401733:11481,735:735,03/10/26 23:49:33,STABLE BEAMS,6799,0.000177387,0.000170711,65.2,HFET
401733:11481,736:736,03/10/26 23:49:57,STABLE BEAMS,6799,0.000177772,0.000171135,65.4,HFET
401733:11481,737:737,03/10/26 23:50:20,STABLE BEAMS,6799,0.000175961,0.000169445,64.7,HFET
401733:11481,738:738,03/10/26 23:50:43,STABLE BEAMS,6799,0.000175759,0.000169260,64.6,HFET
401733:11481,739:739,03/10/26 23:51:07,STABLE BEAMS,6799,0.000175263,0.000168789,64.4,HFET
401733:11481,740:740,03/10/26 23:51:30,STABLE BEAMS,6799,0.000175399,0.000168790,64.5,HFET
401733:11481,741:741,03/10/26 23:51:53,STABLE BEAMS,6799,0.000176760,0.000167628,65.0,HFET
401733:11481,742:742,03/10/26 23:52:17,STABLE BEAMS,6799,0.000175995,0.000169450,64.7,HFET
401733:11481,743:743,03/10/26 23:52:40,STABLE BEAMS,6799,0.000175376,0.000168880,64.5,HFET
401733:11481,744:744,03/10/26 23:53:03,STABLE BEAMS,6799,0.000175319,0.000168878,64.5,HFET
401733:11481,745:745,03/10/26 23:53:27,STABLE BEAMS,6799,0.000177312,0.000170640,65.2,HFET
401733:11481,746:746,03/10/26 23:53:50,STABLE BEAMS,6799,0.000177251,0.000170694,65.2,HFET
401733:11481,747:747,03/10/26 23:54:13,STABLE BEAMS,6799,0.000177418,0.000170676,65.2,HFET
401733:11481,748:748,03/10/26 23:54:37,STABLE BEAMS,6799,0.000179164,0.000172385,65.9,HFET
401733:11481,749:749,03/10/26 23:55:00,STABLE BEAMS,6799,0.000178154,0.000171337,65.5,HFET
401733:11481,750:750,03/10/26 23:55:23,STABLE BEAMS,6799,0.000176913,0.000170288,65.0,HFET
401733:11481,751:751,03/10/26 23:55:47,STABLE BEAMS,6799,0.000176295,0.000169774,64.8,HFET
401733:11481,752:752,03/10/26 23:56:10,STABLE BEAMS,6799,0.000176373,0.000169802,64.8,HFET
401733:11481,753:753,03/10/26 23:56:33,STABLE BEAMS,6799,0.000176612,0.000170062,64.9,HFET
401733:11481,754:754,03/10/26 23:56:56,STABLE BEAMS,6799,0.000176177,0.000167108,64.8,HFET
401733:11481,755:755,03/10/26 23:57:20,STABLE BEAMS,6799,0.000177001,0.000170383,65.1,HFET
401733:11481,756:756,03/10/26 23:57:43,STABLE BEAMS,6799,0.000176835,0.000170182,65.0,HFET
401733:11481,757:757,03/10/26 23:58:06,STABLE BEAMS,6799,0.000176005,0.000169438,64.7,HFET
401733:11481,758:758,03/10/26 23:58:30,STABLE BEAMS,6799,0.000176288,0.000169632,64.8,HFET
401733:11481,759:759,03/10/26 23:58:53,STABLE BEAMS,6799,0.000175759,0.000169168,64.6,HFET
401733:11481,760:760,03/10/26 23:59:16,STABLE BEAMS,6799,0.000175583,0.000169125,64.6,HFET
401733:11481,761:761,03/10/26 23:59:40,STABLE BEAMS,6799,0.000175555,0.000169138,64.5,HFET
401733:11481,762:762,03/11/26 00:00:03,STABLE BEAMS,6799,0.000175504,0.000168983,64.5,HFET
401733:11481,763:763,03/11/26 00:00:26,STABLE BEAMS,6799,0.000177938,0.000120915,65.4,HFET
401733:11481,764:764,03/11/26 00:00:50,STABLE BEAMS,6799,0.000177527,0.000170386,65.3,HFET
401733:11481,765:765,03/11/26 00:01:13,STABLE BEAMS,6799,0.000176651,0.000169330,65.0,HFET
401733:11481,766:766,03/11/26 00:01:36,STABLE BEAMS,6799,0.000176581,0.000169724,64.9,HFET
401733:11481,767:767,03/11/26 00:01:59,STABLE BEAMS,6799,0.000176291,0.000166904,64.8,HFET
401733:11481,768:768,03/11/26 00:02:23,STABLE BEAMS,6799,0.000175757,0.000168978,64.6,HFET
401733:11481,769:769,03/11/26 00:02:46,STABLE BEAMS,6799,0.000175216,0.000168320,64.4,HFET
401733:11481,770:770,03/11/26 00:03:09,STABLE BEAMS,6799,0.000175890,0.000168860,64.7,HFET
401733:11481,771:771,03/11/26 00:03:33,STABLE BEAMS,6799,0.000176979,0.000170062,65.1,HFET
401733:11481,772:772,03/11/26 00:03:56,STABLE BEAMS,6799,0.000175700,0.000168914,64.6,HFET
401733:11481,773:773,03/11/26 00:04:19,STABLE BEAMS,6799,0.000175944,0.000168998,64.7,HFET
401733:11481,774:774,03/11/26 00:04:43,STABLE BEAMS,6799,0.000175474,0.000168584,64.5,HFET
401733:11481,775:775,03/11/26 00:05:06,STABLE BEAMS,6799,0.000175950,0.000169076,64.7,HFET
401733:11481,776:776,03/11/26 00:05:29,STABLE BEAMS,6799,0.000176955,0.000170112,65.1,HFET
401733:11481,777:777,03/11/26 00:05:53,STABLE BEAMS,6799,0.000175921,0.000169045,64.7,HFET
401733:11481,778:778,03/11/26 00:06:16,STABLE BEAMS,6799,0.000175980,0.000169070,64.7,HFET
401733:11481,779:779,03/11/26 00:06:39,STABLE BEAMS,6799,0.000175935,0.000169119,64.7,HFET
401733:11481,780:780,03/11/26 00:07:03,STABLE BEAMS,6799,0.000175478,0.000165863,64.5,HFET
401733:11481,781:781,03/11/26 00:07:26,STABLE BEAMS,6799,0.000175387,0.000168617,64.5,HFET
401733:11481,782:782,03/11/26 00:07:49,STABLE BEAMS,6799,0.000175171,0.000168353,64.4,HFET
401733:11481,783:783,03/11/26 00:08:12,STABLE BEAMS,6799,0.000176420,0.000169549,64.9,HFET
401733:11481,784:784,03/11/26 00:08:36,STABLE BEAMS,6799,0.000177443,0.000170480,65.2,HFET
401733:11481,785:785,03/11/26 00:08:59,STABLE BEAMS,6799,0.000177377,0.000170449,65.2,HFET
401733:11481,786:786,03/11/26 00:09:22,STABLE BEAMS,6799,0.000176992,0.000169830,65.1,HFET
401733:11481,787:787,03/11/26 00:09:46,STABLE BEAMS,6799,0.000177224,0.000170325,65.2,HFET
401733:11481,788:788,03/11/26 00:10:09,STABLE BEAMS,6799,0.000178270,0.000131370,65.5,HFET
401733:11481,789:789,03/11/26 00:10:32,STABLE BEAMS,6799,0.000177524,0.000170675,65.3,HFET
401733:11481,790:790,03/11/26 00:10:56,STABLE BEAMS,6799,0.000177072,0.000170153,65.1,HFET
401733:11481,791:791,03/11/26 00:11:19,STABLE BEAMS,6799,0.000178378,0.000131459,65.6,HFET
401733:11481,792:792,03/11/26 00:11:42,STABLE BEAMS,6799,0.000178522,0.000171448,65.6,HFET
401733:11481,793:793,03/11/26 00:12:06,STABLE BEAMS,6799,0.000176664,0.000169870,65.0,HFET
401733:11481,794:794,03/11/26 00:12:29,STABLE BEAMS,6799,0.000176914,0.000167626,65.0,HFET
401733:11481,795:795,03/11/26 00:12:52,STABLE BEAMS,6799,0.000176691,0.000169919,65.0,HFET
401733:11481,796:796,03/11/26 00:13:15,STABLE BEAMS,6799,0.000176613,0.000169702,64.9,HFET
401733:11481,797:797,03/11/26 00:13:39,STABLE BEAMS,6799,0.000176636,0.000169787,64.9,HFET
401733:11481,798:798,03/11/26 00:14:02,STABLE BEAMS,6799,0.000176075,0.000169271,64.7,HFET
401733:11481,799:799,03/11/26 00:14:25,STABLE BEAMS,6799,0.000175503,0.000168753,64.5,HFET
401733:11481,800:800,03/11/26 00:14:49,STABLE BEAMS,6799,0.000176290,0.000169454,64.8,HFET
401733:11481,801:801,03/11/26 00:15:12,STABLE BEAMS,6799,0.000177369,0.000170421,65.2,HFET
401733:11481,802:802,03/11/26 00:15:35,STABLE BEAMS,6799,0.000177229,0.000170279,65.2,HFET
401733:11481,803:803,03/11/26 00:15:59,STABLE BEAMS,6799,0.000176874,0.000169963,65.0,HFET
401733:11481,804:804,03/11/26 00:16:22,STABLE BEAMS,6799,0.000176876,0.000170028,65.0,HFET
401733:11481,805:805,03/11/26 00:16:45,STABLE BEAMS,6799,0.000176793,0.000170020,65.0,HFET
401733:11481,806:806,03/11/26 00:17:09,STABLE BEAMS,6799,0.000175806,0.000167064,64.6,HFET
401733:11481,807:807,03/11/26 00:17:32,STABLE BEAMS,6799,0.000176005,0.000168946,64.7,HFET
401733:11481,808:808,03/11/26 00:17:55,STABLE BEAMS,6799,0.000176057,0.000169288,64.7,HFET
401733:11481,809:809,03/11/26 00:18:19,STABLE BEAMS,6799,0.000175455,0.000168622,64.5,HFET
401733:11481,810:810,03/11/26 00:18:42,STABLE BEAMS,6799,0.000175291,0.000168572,64.5,HFET
401733:11481,811:811,03/11/26 00:19:05,STABLE BEAMS,6799,0.000176209,0.000169357,64.8,HFET
401733:11481,812:812,03/11/26 00:19:28,STABLE BEAMS,6799,0.000177762,0.000170822,65.4,HFET
401733:11481,813:813,03/11/26 00:19:52,STABLE BEAMS,6799,0.000177252,0.000170430,65.2,HFET
401733:11481,814:814,03/11/26 00:20:15,STABLE BEAMS,6799,0.000177357,0.000170435,65.2,HFET
401733:11481,815:815,03/11/26 00:20:38,STABLE BEAMS,6799,0.000177697,0.000170840,65.3,HFET
401733:11481,816:816,03/11/26 00:21:02,STABLE BEAMS,6799,0.000177340,0.000170341,65.2,HFET
401733:11481,817:817,03/11/26 00:21:25,STABLE BEAMS,6799,0.000177374,0.000170484,65.2,HFET
401733:11481,818:818,03/11/26 00:21:48,STABLE BEAMS,6799,0.000177341,0.000170415,65.2,HFET
401733:11481,819:819,03/11/26 00:22:12,STABLE BEAMS,6799,0.000177450,0.000167955,65.2,HFET
401733:11481,820:820,03/11/26 00:22:35,STABLE BEAMS,6799,0.000177425,0.000170473,65.2,HFET
401733:11481,821:821,03/11/26 00:22:58,STABLE BEAMS,6799,0.000176672,0.000169829,65.0,HFET
401733:11481,822:822,03/11/26 00:23:22,STABLE BEAMS,6799,0.000176782,0.000169922,65.0,HFET
401733:11481,823:823,03/11/26 00:23:45,STABLE BEAMS,6799,0.000176871,0.000170125,65.0,HFET
401733:11481,824:824,03/11/26 00:24:08,STABLE BEAMS,6799,0.000176463,0.000169574,64.9,HFET
401733:11481,825:825,03/11/26 00:24:32,STABLE BEAMS,6799,0.000176189,0.000169317,64.8,HFET
401733:11481,826:826,03/11/26 00:24:55,STABLE BEAMS,6799,0.000176126,0.000169438,64.8,HFET
401733:11481,827:827,03/11/26 00:25:18,STABLE BEAMS,6799,0.000176502,0.000169721,64.9,HFET
401733:11481,828:828,03/11/26 00:25:41,STABLE BEAMS,6799,0.000176357,0.000169644,64.8,HFET
401733:11481,829:829,03/11/26 00:26:05,STABLE BEAMS,6799,0.000175738,0.000168967,64.6,HFET
401733:11481,830:830,03/11/26 00:26:28,STABLE BEAMS,6799,0.000175892,0.000169099,64.7,HFET
401733:11481,831:831,03/11/26 00:26:51,STABLE BEAMS,6799,0.000175673,0.000169020,64.6,HFET
401733:11481,832:832,03/11/26 00:27:15,STABLE BEAMS,6799,0.000175723,0.000166686,64.6,HFET
401733:11481,833:833,03/11/26 00:27:38,STABLE BEAMS,6799,0.000175593,0.000168885,64.6,HFET
401733:11481,834:834,03/11/26 00:28:01,STABLE BEAMS,6799,0.000175755,0.000169065,64.6,HFET
401733:11481,835:835,03/11/26 00:28:25,STABLE BEAMS,6799,0.000175618,0.000168985,64.6,HFET
401733:11481,836:836,03/11/26 00:28:48,STABLE BEAMS,6799,0.000175159,0.000168561,64.4,HFET
401733:11481,837:837,03/11/26 00:29:11,STABLE BEAMS,6799,0.000177059,0.000170210,65.1,HFET
401733:11481,838:838,03/11/26 00:29:35,STABLE BEAMS,6799,0.000176621,0.000169924,64.9,HFET
401733:11481,839:839,03/11/26 00:29:58,STABLE BEAMS,6799,0.000176802,0.000170041,65.0,HFET
401733:11481,840:840,03/11/26 00:30:21,STABLE BEAMS,6799,0.000177033,0.000169961,65.1,HFET
401733:11481,841:841,03/11/26 00:30:45,STABLE BEAMS,6799,0.000176586,0.000169703,64.9,HFET
401733:11481,842:842,03/11/26 00:31:08,STABLE BEAMS,6799,0.000176774,0.000169950,65.0,HFET
401733:11481,843:843,03/11/26 00:31:31,STABLE BEAMS,6799,0.000176297,0.000169588,64.8,HFET
401733:11481,844:844,03/11/26 00:31:54,STABLE BEAMS,6799,0.000176634,0.000169889,64.9,HFET
401733:11481,845:845,03/11/26 00:32:18,STABLE BEAMS,6799,0.000176817,0.000167533,65.0,HFET
401733:11481,846:846,03/11/26 00:32:41,STABLE BEAMS,6799,0.000176422,0.000169745,64.9,HFET
401733:11481,847:847,03/11/26 00:33:04,STABLE BEAMS,6799,0.000176918,0.000170092,65.0,HFET
401733:11481,848:848,03/11/26 00:33:28,STABLE BEAMS,6799,0.000175306,0.000168584,64.5,HFET
401733:11481,849:849,03/11/26 00:33:51,STABLE BEAMS,6799,0.000173736,0.000167212,63.9,HFET
401733:11481,850:850,03/11/26 00:34:14,STABLE BEAMS,6799,0.000175504,0.000168917,64.5,HFET
401733:11481,851:851,03/11/26 00:34:38,STABLE BEAMS,6799,0.000175219,0.000168557,64.4,HFET
401733:11481,852:852,03/11/26 00:35:01,STABLE BEAMS,6799,0.000176433,0.000169653,64.9,HFET
401733:11481,853:853,03/11/26 00:35:24,STABLE BEAMS,6799,0.000176479,0.000169700,64.9,HFET
401733:11481,854:854,03/11/26 00:35:48,STABLE BEAMS,6799,0.000176640,0.000169748,64.9,HFET
401733:11481,855:855,03/11/26 00:36:11,STABLE BEAMS,6799,0.000176577,0.000169573,64.9,HFET
401733:11481,856:856,03/11/26 00:36:34,STABLE BEAMS,6799,0.000176712,0.000169867,65.0,HFET
401733:11481,857:857,03/11/26 00:36:57,STABLE BEAMS,6799,0.000176728,0.000169962,65.0,HFET
401733:11481,858:858,03/11/26 00:37:21,STABLE BEAMS,6799,0.000176526,0.000167203,64.9,HFET
401733:11481,859:859,03/11/26 00:37:44,STABLE BEAMS,6799,0.000176286,0.000143755,64.8,HFET
401733:11481,860:860,03/11/26 00:38:07,STABLE BEAMS,6799,0.000175851,0.000169220,64.7,HFET
401733:11481,861:861,03/11/26 00:38:31,STABLE BEAMS,6799,0.000175835,0.000169211,64.7,HFET
401733:11481,862:862,03/11/26 00:38:54,STABLE BEAMS,6799,0.000175897,0.000169205,64.7,HFET
401733:11481,863:863,03/11/26 00:39:17,STABLE BEAMS,6799,0.000175706,0.000169042,64.6,HFET
401733:11481,864:864,03/11/26 00:39:41,STABLE BEAMS,6799,0.000175534,0.000168922,64.5,HFET
401733:11481,865:865,03/11/26 00:40:04,STABLE BEAMS,6799,0.000175682,0.000169013,64.6,HFET
401733:11481,866:866,03/11/26 00:40:27,STABLE BEAMS,6799,0.000175616,0.000168963,64.6,HFET
401733:11481,867:867,03/11/26 00:40:51,STABLE BEAMS,6799,0.000175414,0.000168817,64.5,HFET
401733:11481,868:868,03/11/26 00:41:14,STABLE BEAMS,6799,0.000175405,0.000168799,64.5,HFET
401733:11481,869:869,03/11/26 00:41:37,STABLE BEAMS,6799,0.000175330,0.000168696,64.5,HFET
401733:11481,870:870,03/11/26 00:42:00,STABLE BEAMS,6799,0.000177844,0.000170929,65.4,HFET
401733:11481,871:871,03/11/26 00:42:24,STABLE BEAMS,6799,0.000177354,0.000167975,65.2,HFET
401733:11481,872:872,03/11/26 00:42:47,STABLE BEAMS,6799,0.000175736,0.000169086,64.6,HFET
401733:11481,873:873,03/11/26 00:43:10,STABLE BEAMS,6799,0.000175732,0.000169005,64.6,HFET
401733:11481,874:874,03/11/26 00:43:34,STABLE BEAMS,6799,0.000175947,0.000169265,64.7,HFET
401733:11481,875:875,03/11/26 00:43:57,STABLE BEAMS,6799,0.000175324,0.000168714,64.5,HFET
401733:11481,876:876,03/11/26 00:44:20,STABLE BEAMS,6799,0.000177264,0.000170433,65.2,HFET
401733:11481,877:877,03/11/26 00:44:44,STABLE BEAMS,6799,0.000178056,0.000171133,65.5,HFET
401733:11481,878:878,03/11/26 00:45:07,STABLE BEAMS,6799,0.000177957,0.000171004,65.4,HFET
401733:11481,879:879,03/11/26 00:45:30,STABLE BEAMS,6799,0.000177698,0.000170804,65.3,HFET
401733:11481,880:880,03/11/26 00:45:54,STABLE BEAMS,6799,0.000178331,0.000171348,65.6,HFET
401733:11481,881:881,03/11/26 00:46:17,STABLE BEAMS,6799,0.000176717,0.000169915,65.0,HFET
401733:11481,882:882,03/11/26 00:46:40,STABLE BEAMS,6799,0.000175193,0.000168623,64.4,HFET
401733:11481,883:883,03/11/26 00:47:04,STABLE BEAMS,6799,0.000177126,0.000170355,65.1,HFET
401733:11481,884:884,03/11/26 00:47:27,STABLE BEAMS,6799,0.000177615,0.000168328,65.3,HFET
401733:11481,885:885,03/11/26 00:47:50,STABLE BEAMS,6799,0.000177372,0.000170548,65.2,HFET
401733:11481,886:886,03/11/26 00:48:14,STABLE BEAMS,6799,0.000177043,0.000170234,65.1,HFET
401733:11481,887:887,03/11/26 00:48:37,STABLE BEAMS,6799,0.000176709,0.000169984,65.0,HFET
401733:11481,888:888,03/11/26 00:49:00,STABLE BEAMS,6799,0.000176235,0.000169474,64.8,HFET
401733:11481,889:889,03/11/26 00:49:23,STABLE BEAMS,6799,0.000175790,0.000169190,64.6,HFET
401733:11481,890:890,03/11/26 00:49:47,STABLE BEAMS,6799,0.000175383,0.000168798,64.5,HFET
401733:11481,891:891,03/11/26 00:50:10,STABLE BEAMS,6799,0.000175836,0.000169155,64.7,HFET
401733:11481,892:892,03/11/26 00:50:33,STABLE BEAMS,6799,0.000176299,0.000169566,64.8,HFET
401733:11481,893:893,03/11/26 00:50:57,STABLE BEAMS,6799,0.000175959,0.000169338,64.7,HFET
401733:11481,894:894,03/11/26 00:51:20,STABLE BEAMS,6799,0.000176017,0.000169338,64.7,HFET
401733:11481,895:895,03/11/26 00:51:43,STABLE BEAMS,6799,0.000175469,0.000168857,64.5,HFET
401733:11481,896:896,03/11/26 00:52:07,STABLE BEAMS,6799,0.000175792,0.000169121,64.6,HFET
401733:11481,897:897,03/11/26 00:52:30,STABLE BEAMS,6799,0.000177820,0.000168409,65.4,HFET
401733:11481,898:898,03/11/26 00:52:53,STABLE BEAMS,6799,0.000177675,0.000170755,65.3,HFET
401733:11481,899:899,03/11/26 00:53:17,STABLE BEAMS,6799,0.000177797,0.000170861,65.4,HFET
401733:11481,900:900,03/11/26 00:53:40,STABLE BEAMS,6799,0.000176607,0.000169816,64.9,HFET
401733:11481,901:901,03/11/26 00:54:03,STABLE BEAMS,6799,0.000177391,0.000170570,65.2,HFET
401733:11481,902:902,03/11/26 00:54:26,STABLE BEAMS,6799,0.000177821,0.000170907,65.4,HFET
401733:11481,903:903,03/11/26 00:54:50,STABLE BEAMS,6799,0.000178527,0.000171622,65.6,HFET
401733:11481,904:904,03/11/26 00:55:13,STABLE BEAMS,6799,0.000177212,0.000170408,65.2,HFET
401733:11481,905:905,03/11/26 00:55:36,STABLE BEAMS,6799,0.000176605,0.000169909,64.9,HFET
